Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI,Workout_Intensity,Calories_per_Min,HRR,BMI_Category,Hydration_per_Kg
27,Female,63.6,1.61,193.0,146.0,74.0,0.62,260.0,Soccer,30.5,2.2,3,Beginner,24.4,0.756,6.989,119.0,Normal,0.035
63,Male,76.0,1.85,160.0,114.0,72.0,0.78,391.0,Strength Training,12.4,2.3,4,Intermediate,22.3,0.712,8.355,88.0,Normal,0.03
40,Male,70.1,1.74,186.0,125.0,80.0,0.6,200.0,Yoga,17.5,2.3,5,Beginner,23.3,0.672,5.556,106.0,Normal,0.033
31,Female,59.0,1.55,191.0,145.0,73.0,0.61,286.0,Aerobics,33.5,1.9,2,Beginner,24.7,0.759,7.814,118.0,Normal,0.032
27,Female,96.0,1.75,183.0,124.0,65.0,0.77,558.0,Aerobics,38.8,2.6,3,Intermediate,31.4,0.678,12.078,118.0,Obese,0.027
26,Female,50.0,1.64,193.0,130.0,70.0,0.81,282.0,Boxing,20.1,2.0,4,Intermediate,18.5,0.674,5.802,123.0,Normal,0.04
20,Female,68.5,1.65,195.0,133.0,75.0,0.83,372.0,Strength Training,25.5,2.3,5,Intermediate,25.2,0.682,7.47,120.0,Overweight,0.034
21,Female,70.3,1.8,209.0,146.0,78.0,0.84,391.0,Tennis,23.6,2.5,4,Intermediate,21.7,0.699,7.758,131.0,Normal,0.036
36,Male,96.3,1.8,182.0,157.0,73.0,0.82,760.0,Running,24.0,2.9,2,Beginner,29.9,0.863,15.447,109.0,Overweight,0.03
23,Female,55.1,1.51,205.0,148.0,74.0,0.74,347.0,Cycling,28.6,1.9,4,Intermediate,24.1,0.722,7.815,131.0,Normal,0.034
46,Female,82.3,1.6,172.0,100.0,67.0,0.84,378.0,Walking,40.0,2.6,5,Advanced,32.0,0.581,7.5,105.0,Obese,0.032
43,Male,107.0,1.96,180.0,150.0,81.0,0.56,654.0,HIIT,27.2,3.1,2,Beginner,28.0,0.833,19.464,99.0,Overweight,0.029
32,Male,69.8,1.8,188.0,153.0,67.0,0.76,510.0,Running,19.4,2.5,4,Beginner,21.5,0.814,11.184,121.0,Normal,0.036
25,Male,54.5,1.72,197.0,123.0,75.0,0.69,200.0,Yoga,13.1,1.8,5,Beginner,18.5,0.624,4.831,122.0,Normal,0.033
44,Non-binary,68.4,1.54,176.0,134.0,62.0,0.79,526.0,HIIT,24.9,2.3,5,Professional,28.8,0.761,11.097,114.0,Overweight,0.034
28,Female,67.9,1.67,190.0,132.0,66.0,0.84,375.0,Boxing,28.3,2.3,4,Intermediate,24.5,0.695,7.44,124.0,Normal,0.034
24,Female,77.1,1.71,206.0,152.0,73.0,0.59,358.0,Running,32.0,2.5,3,Beginner,26.4,0.738,10.113,133.0,Overweight,0.032
18,Female,69.0,1.71,206.0,124.0,75.0,0.84,288.0,Pilates,23.6,2.1,3,Intermediate,23.5,0.602,5.714,131.0,Normal,0.03
18,Female,75.3,1.66,193.0,141.0,70.0,0.77,446.0,Aerobics,33.4,2.6,4,Intermediate,27.2,0.731,9.654,123.0,Overweight,0.035
32,Female,70.3,1.55,178.0,137.0,78.0,0.66,309.0,Strength Training,38.3,2.2,3,Beginner,29.3,0.77,7.803,100.0,Overweight,0.031
20,Female,58.0,1.5,202.0,145.0,65.0,1.07,426.0,Soccer,25.8,2.2,4,Advanced,25.8,0.718,6.636,137.0,Overweight,0.038
18,Male,88.4,1.77,195.0,141.0,67.0,0.56,344.0,Aerobics,21.1,2.6,3,Beginner,28.3,0.723,10.238,128.0,Overweight,0.029
58,Female,102.2,1.71,160.0,111.0,64.0,0.81,548.0,Aerobics,40.0,2.9,4,Advanced,35.0,0.694,11.276,96.0,Obese,0.028
20,Male,75.1,1.8,201.0,119.0,70.0,0.86,319.0,Pilates,17.8,2.4,2,Intermediate,23.3,0.592,6.182,131.0,Normal,0.032
53,Male,82.5,1.81,170.0,116.0,69.0,0.84,519.0,Boxing,24.2,2.7,5,Intermediate,25.1,0.682,10.298,101.0,Overweight,0.033
34,Male,101.2,1.89,183.0,144.0,76.0,0.61,416.0,Aerobics,27.7,2.6,3,Beginner,28.3,0.787,11.366,107.0,Overweight,0.026
19,Female,52.5,1.64,194.0,151.0,68.0,0.69,264.0,Tennis,22.7,1.8,2,Beginner,19.6,0.778,6.377,126.0,Normal,0.034
21,Female,67.9,1.58,201.0,152.0,82.0,0.74,397.0,Strength Training,31.2,2.4,3,Beginner,27.2,0.756,8.941,119.0,Overweight,0.035
45,Male,72.3,1.82,179.0,104.0,60.0,0.88,321.0,Yoga,11.0,2.2,4,Advanced,21.7,0.581,6.08,119.0,Normal,0.03
18,Non-binary,55.5,1.63,203.0,165.0,60.0,0.81,494.0,CrossFit,16.2,2.1,3,Advanced,21.0,0.813,10.165,143.0,Normal,0.038
34,Female,81.7,1.64,188.0,137.0,73.0,0.6,340.0,Soccer,40.0,2.7,4,Beginner,30.4,0.729,9.444,115.0,Obese,0.033
53,Female,63.0,1.69,162.0,134.0,70.0,0.65,433.0,CrossFit,22.3,2.1,5,Advanced,21.9,0.827,11.103,92.0,Normal,0.033
47,Female,48.5,1.62,165.0,100.0,70.0,0.83,205.0,Pilates,20.0,1.9,3,Intermediate,18.5,0.606,4.116,95.0,Normal,0.039
22,Female,67.9,1.63,200.0,170.0,72.0,0.52,360.0,HIIT,32.7,2.3,3,Beginner,25.7,0.85,11.538,128.0,Overweight,0.034
21,Female,59.7,1.7,202.0,135.0,77.0,0.56,200.0,Yoga,26.3,2.0,5,Beginner,20.8,0.668,5.952,125.0,Normal,0.034
38,Female,53.5,1.57,176.0,136.0,80.0,0.84,454.0,Cycling,27.7,1.9,4,Beginner,21.6,0.773,9.008,96.0,Normal,0.036
18,Male,75.0,1.77,210.0,142.0,68.0,0.77,442.0,Strength Training,15.8,2.3,4,Intermediate,24.0,0.676,9.567,142.0,Normal,0.031
20,Male,60.5,1.81,202.0,168.0,73.0,0.72,492.0,Running,11.2,2.0,3,Beginner,18.5,0.832,11.389,129.0,Normal,0.033
41,Male,73.8,1.69,187.0,150.0,77.0,0.71,456.0,Rowing,22.2,2.3,3,Beginner,25.8,0.802,10.704,110.0,Overweight,0.031
50,Female,68.6,1.63,163.0,125.0,64.0,0.77,591.0,Running,34.0,2.3,2,Intermediate,25.7,0.767,12.792,99.0,Overweight,0.034
55,Male,92.7,1.68,166.0,120.0,80.0,0.7,449.0,Aerobics,34.1,2.6,3,Beginner,33.0,0.723,10.69,86.0,Obese,0.028
18,Male,64.5,1.87,197.0,155.0,73.0,1.16,778.0,Running,6.5,2.5,3,Advanced,18.5,0.787,11.178,124.0,Normal,0.039
29,Male,76.1,1.72,196.0,149.0,74.0,0.63,381.0,Running,23.1,2.5,4,Beginner,25.9,0.76,10.079,122.0,Overweight,0.033
38,Male,94.7,1.75,188.0,107.0,65.0,0.7,320.0,Pilates,27.1,2.7,3,Intermediate,31.0,0.569,7.619,123.0,Obese,0.029
51,Male,84.6,1.74,166.0,130.0,67.0,0.69,412.0,Aerobics,21.6,2.8,2,Beginner,27.8,0.783,9.952,99.0,Overweight,0.033
31,Non-binary,72.8,1.55,197.0,141.0,70.0,0.88,482.0,Running,26.2,2.2,4,Intermediate,30.1,0.716,9.129,127.0,Obese,0.03
48,Male,71.7,1.66,166.0,124.0,82.0,0.5,261.0,Tennis,20.8,2.4,5,Beginner,26.0,0.747,8.7,84.0,Overweight,0.033
32,Male,83.1,1.81,180.0,137.0,77.0,0.56,372.0,Boxing,24.5,2.4,5,Beginner,25.5,0.761,11.071,103.0,Overweight,0.029
22,Male,85.7,1.81,196.0,147.0,77.0,0.55,329.0,Soccer,20.0,2.5,2,Beginner,26.2,0.75,9.97,119.0,Overweight,0.029
37,Male,77.0,1.76,177.0,153.0,83.0,0.51,458.0,CrossFit,25.4,2.4,3,Beginner,24.9,0.864,14.967,94.0,Normal,0.031
24,Male,70.8,1.96,195.0,144.0,71.0,0.66,358.0,Strength Training,13.4,2.3,3,Beginner,18.5,0.738,9.04,124.0,Normal,0.032
34,Male,85.4,1.8,186.0,128.0,76.0,0.72,453.0,Running,16.2,2.6,4,Intermediate,26.2,0.688,10.486,110.0,Overweight,0.03
32,Female,56.9,1.65,197.0,125.0,69.0,0.56,200.0,Walking,25.7,1.7,2,Beginner,20.8,0.635,5.952,128.0,Normal,0.03
48,Male,80.0,1.76,163.0,100.0,72.0,0.82,309.0,Pilates,19.3,2.6,4,Intermediate,25.7,0.613,6.28,91.0,Overweight,0.032
40,Female,86.5,1.72,190.0,110.0,74.0,0.69,307.0,Walking,38.1,2.7,3,Intermediate,29.1,0.579,7.415,116.0,Overweight,0.031
23,Male,110.2,1.83,201.0,166.0,82.0,0.68,755.0,Swimming,32.8,3.1,2,Beginner,32.9,0.826,18.505,119.0,Obese,0.028
32,Male,61.0,1.7,178.0,127.0,73.0,0.79,341.0,Aerobics,13.9,2.1,4,Intermediate,21.1,0.713,7.194,105.0,Normal,0.034
44,Female,64.5,1.5,167.0,107.0,73.0,0.53,200.0,Pilates,36.8,2.0,3,Beginner,28.7,0.641,6.289,94.0,Overweight,0.031
46,Male,108.2,1.89,165.0,126.0,82.0,0.64,486.0,Strength Training,26.5,3.0,2,Beginner,30.2,0.764,12.656,83.0,Obese,0.028
22,Male,111.7,1.91,195.0,160.0,70.0,0.5,636.0,HIIT,25.0,3.2,3,Beginner,30.6,0.821,21.2,125.0,Obese,0.029
34,Male,100.5,1.85,188.0,146.0,76.0,0.72,487.0,Aerobics,28.2,2.9,3,Beginner,29.4,0.777,11.273,112.0,Overweight,0.029
36,Male,73.5,1.81,178.0,100.0,57.0,1.0,348.0,Pilates,11.5,2.3,5,Professional,22.5,0.562,5.8,121.0,Normal,0.031
40,Female,99.0,1.74,174.0,116.0,78.0,0.65,416.0,Tennis,38.3,2.6,3,Intermediate,32.6,0.667,10.667,96.0,Obese,0.026
24,Female,82.2,1.61,203.0,170.0,76.0,0.56,521.0,HIIT,38.9,2.4,3,Beginner,31.5,0.837,15.506,127.0,Obese,0.029
29,Male,61.9,1.73,196.0,146.0,73.0,0.63,282.0,Boxing,12.4,2.0,5,Beginner,20.6,0.745,7.46,123.0,Normal,0.032
26,Female,80.0,1.76,186.0,129.0,69.0,0.66,345.0,Boxing,29.6,2.4,3,Intermediate,25.8,0.694,8.712,117.0,Overweight,0.03
19,Female,58.5,1.64,198.0,149.0,67.0,0.5,200.0,Aerobics,27.2,1.9,3,Beginner,21.8,0.753,6.667,131.0,Normal,0.032
18,Female,47.2,1.59,210.0,150.0,69.0,0.97,459.0,Swimming,19.3,1.7,5,Intermediate,18.7,0.714,7.887,141.0,Normal,0.036
42,Female,53.8,1.7,171.0,115.0,82.0,0.54,200.0,Pilates,26.2,1.8,3,Beginner,18.5,0.673,6.173,89.0,Normal,0.033
35,Female,72.9,1.68,192.0,148.0,75.0,0.57,320.0,Strength Training,32.3,2.5,3,Beginner,25.9,0.771,9.357,117.0,Overweight,0.034
29,Non-binary,86.8,1.73,183.0,152.0,70.0,0.6,487.0,Swimming,31.9,2.4,3,Beginner,29.0,0.831,13.528,113.0,Overweight,0.028
36,Female,49.5,1.64,174.0,120.0,72.0,0.87,315.0,Strength Training,16.9,1.9,4,Intermediate,18.5,0.69,6.034,102.0,Normal,0.038
40,Male,89.3,1.69,187.0,114.0,67.0,0.79,353.0,Yoga,28.9,2.5,2,Intermediate,31.1,0.61,7.447,120.0,Obese,0.028
28,Female,87.2,1.72,197.0,131.0,75.0,0.75,428.0,Running,36.9,2.6,3,Intermediate,29.5,0.665,9.511,122.0,Overweight,0.03
28,Female,74.7,1.62,186.0,140.0,72.0,0.57,340.0,Tennis,30.6,2.4,2,Beginner,28.4,0.753,9.942,114.0,Overweight,0.032
46,Male,84.2,1.82,179.0,147.0,76.0,0.81,719.0,Running,20.7,2.8,3,Intermediate,25.3,0.821,14.794,103.0,Overweight,0.033
25,Non-binary,83.8,1.73,186.0,145.0,62.0,0.94,801.0,Running,31.1,2.8,4,Intermediate,28.1,0.78,14.202,124.0,Overweight,0.033
33,Male,70.6,1.74,178.0,137.0,78.0,0.7,473.0,Swimming,19.7,2.2,2,Beginner,23.3,0.77,11.262,100.0,Normal,0.031
18,Non-binary,74.9,1.7,209.0,170.0,73.0,0.5,401.0,CrossFit,27.3,2.3,5,Beginner,25.8,0.813,13.367,136.0,Overweight,0.031
46,Female,46.8,1.57,172.0,106.0,76.0,0.5,200.0,Pilates,25.1,1.8,3,Beginner,18.9,0.616,6.667,96.0,Normal,0.038
43,Male,61.7,1.83,179.0,155.0,76.0,0.5,336.0,CrossFit,14.9,1.9,2,Beginner,18.5,0.866,11.2,103.0,Normal,0.031
21,Female,66.2,1.62,205.0,151.0,73.0,0.5,246.0,Boxing,26.3,2.3,5,Beginner,25.1,0.737,8.2,132.0,Overweight,0.035
26,Female,56.8,1.67,188.0,131.0,80.0,0.68,278.0,Running,20.9,2.1,4,Intermediate,20.4,0.697,6.814,108.0,Normal,0.037
41,Male,54.2,1.69,181.0,145.0,68.0,0.51,265.0,HIIT,10.8,2.0,3,Intermediate,18.9,0.801,8.66,113.0,Normal,0.037
41,Female,98.6,1.68,185.0,129.0,64.0,0.82,581.0,Tennis,39.6,2.6,4,Advanced,35.0,0.697,11.809,121.0,Obese,0.026
44,Male,62.7,1.74,170.0,128.0,57.0,1.04,714.0,HIIT,8.0,2.0,5,Professional,20.7,0.753,11.442,113.0,Normal,0.032
26,Female,64.9,1.65,191.0,112.0,69.0,0.76,242.0,Yoga,26.3,2.2,3,Intermediate,23.7,0.586,5.307,122.0,Normal,0.034
25,Male,83.3,1.8,191.0,136.0,60.0,0.89,479.0,Tennis,17.3,2.7,5,Advanced,25.8,0.712,8.97,131.0,Overweight,0.032
42,Male,82.3,1.77,171.0,133.0,73.0,0.65,532.0,Rowing,24.5,2.7,2,Beginner,26.4,0.778,13.641,98.0,Overweight,0.033
20,Female,59.7,1.6,195.0,141.0,71.0,0.77,297.0,Soccer,25.0,2.0,3,Intermediate,23.3,0.723,6.429,124.0,Normal,0.034
26,Male,81.7,1.66,189.0,165.0,60.0,0.7,631.0,Running,24.2,2.6,2,Beginner,29.5,0.873,15.024,129.0,Overweight,0.032
56,Female,79.1,1.63,168.0,106.0,75.0,0.57,232.0,Yoga,40.0,2.3,3,Beginner,29.9,0.631,6.784,93.0,Overweight,0.029
41,Male,90.3,1.74,182.0,134.0,75.0,0.58,392.0,Soccer,28.1,2.6,3,Beginner,29.7,0.736,11.264,107.0,Overweight,0.029
32,Female,67.0,1.72,187.0,133.0,71.0,0.8,392.0,Boxing,24.1,2.4,3,Intermediate,22.7,0.711,8.167,116.0,Normal,0.036
47,Female,83.5,1.76,173.0,117.0,75.0,0.68,390.0,Tennis,34.6,2.5,4,Intermediate,26.8,0.676,9.559,98.0,Overweight,0.03
61,Female,64.1,1.68,169.0,128.0,80.0,0.59,264.0,Soccer,30.8,1.9,3,Beginner,22.8,0.757,7.458,89.0,Normal,0.03
32,Female,60.8,1.62,190.0,122.0,71.0,0.61,214.0,Walking,27.5,1.8,4,Beginner,23.3,0.642,5.847,119.0,Normal,0.03
20,Male,65.4,1.82,193.0,164.0,81.0,0.5,334.0,CrossFit,11.2,2.2,3,Beginner,19.6,0.85,11.133,112.0,Normal,0.034
18,Female,63.5,1.69,197.0,114.0,60.0,0.87,269.0,Yoga,23.1,1.9,3,Intermediate,22.2,0.579,5.153,137.0,Normal,0.03
18,Male,93.0,1.83,210.0,130.0,74.0,0.69,319.0,Walking,19.2,2.6,5,Intermediate,27.8,0.619,7.705,136.0,Overweight,0.028
25,Female,65.6,1.78,198.0,124.0,73.0,0.64,208.0,Yoga,27.1,2.1,3,Beginner,20.7,0.626,5.417,125.0,Normal,0.032
18,Male,89.0,1.84,193.0,147.0,76.0,0.78,668.0,Swimming,22.4,2.7,3,Beginner,26.4,0.762,14.274,117.0,Overweight,0.03
59,Female,68.9,1.59,167.0,117.0,81.0,0.81,389.0,Running,36.6,2.3,4,Intermediate,27.2,0.701,8.004,86.0,Overweight,0.033
35,Female,48.8,1.56,187.0,145.0,74.0,0.72,309.0,Cycling,22.4,1.8,4,Intermediate,20.0,0.775,7.153,113.0,Normal,0.037
45,Female,52.2,1.68,183.0,125.0,71.0,0.69,248.0,Running,22.4,1.8,3,Intermediate,18.5,0.683,5.99,112.0,Normal,0.034
27,Male,87.4,1.84,187.0,145.0,75.0,0.72,631.0,HIIT,19.7,2.7,4,Intermediate,25.7,0.775,14.606,112.0,Overweight,0.031
21,Female,54.2,1.7,194.0,158.0,61.0,0.82,480.0,CrossFit,17.2,2.0,4,Advanced,18.8,0.814,9.756,133.0,Normal,0.037
30,Female,50.2,1.65,195.0,113.0,65.0,0.69,200.0,Walking,17.9,2.0,4,Intermediate,18.5,0.579,4.831,130.0,Normal,0.04
25,Female,83.5,1.75,190.0,159.0,77.0,0.5,480.0,HIIT,32.3,2.6,2,Beginner,27.3,0.837,16.0,113.0,Overweight,0.031
24,Male,100.1,1.75,196.0,149.0,65.0,0.6,427.0,Strength Training,25.0,2.6,2,Beginner,32.6,0.76,11.861,131.0,Obese,0.026
57,Male,98.9,1.88,160.0,129.0,71.0,0.57,548.0,Rowing,26.9,2.7,3,Beginner,28.0,0.806,16.023,89.0,Overweight,0.027
36,Male,90.4,1.81,188.0,134.0,69.0,0.78,458.0,Aerobics,20.6,2.7,4,Intermediate,27.7,0.713,9.786,119.0,Overweight,0.03
48,Male,97.5,1.77,170.0,134.0,72.0,0.78,650.0,Cycling,27.2,3.0,5,Beginner,31.0,0.788,13.889,98.0,Obese,0.031
21,Female,62.1,1.66,206.0,147.0,72.0,0.64,309.0,Tennis,31.3,2.2,4,Beginner,22.6,0.714,8.047,134.0,Normal,0.035
37,Female,48.9,1.63,182.0,106.0,64.0,0.61,200.0,Pilates,19.6,1.8,5,Intermediate,18.5,0.582,5.464,118.0,Normal,0.037
34,Non-binary,70.1,1.77,187.0,151.0,73.0,0.81,573.0,Cycling,24.0,2.3,3,Beginner,22.4,0.807,11.79,114.0,Normal,0.033
31,Female,59.4,1.66,189.0,127.0,72.0,0.58,200.0,Yoga,24.7,2.0,3,Beginner,21.6,0.672,5.747,117.0,Normal,0.034
37,Female,60.3,1.69,183.0,111.0,71.0,0.66,200.0,Pilates,20.4,2.0,4,Intermediate,21.2,0.607,5.051,112.0,Normal,0.033
18,Male,94.3,1.77,198.0,142.0,74.0,0.71,479.0,Aerobics,23.6,2.6,3,Beginner,30.0,0.717,11.244,124.0,Obese,0.028
30,Male,91.9,1.8,194.0,155.0,80.0,0.71,634.0,Rowing,22.6,2.5,2,Beginner,28.3,0.799,14.883,114.0,Overweight,0.027
21,Female,48.4,1.5,206.0,139.0,79.0,0.54,200.0,Walking,23.8,1.9,2,Beginner,21.5,0.675,6.173,127.0,Normal,0.039
18,Female,80.7,1.65,197.0,131.0,67.0,0.98,570.0,Strength Training,34.8,2.6,4,Intermediate,29.7,0.665,9.694,130.0,Overweight,0.032
36,Male,71.2,1.7,191.0,136.0,65.0,0.67,416.0,Rowing,23.1,2.4,4,Intermediate,24.6,0.712,10.348,126.0,Normal,0.034
25,Female,75.2,1.66,189.0,145.0,62.0,0.85,709.0,HIIT,26.8,2.3,4,Advanced,27.2,0.767,13.902,127.0,Overweight,0.031
42,Female,63.0,1.59,186.0,126.0,63.0,0.89,404.0,Aerobics,30.6,2.0,3,Intermediate,24.8,0.677,7.566,123.0,Normal,0.032
29,Female,54.7,1.72,185.0,127.0,66.0,0.92,325.0,Strength Training,17.0,2.1,2,Intermediate,18.5,0.686,5.888,119.0,Normal,0.038
29,Female,69.6,1.67,190.0,149.0,64.0,0.94,582.0,Swimming,26.6,2.2,3,Advanced,24.8,0.784,10.319,126.0,Normal,0.032
30,Male,76.8,1.72,190.0,166.0,82.0,0.63,501.0,Running,18.9,2.2,5,Beginner,25.9,0.874,13.254,108.0,Overweight,0.029
44,Male,75.1,1.84,175.0,100.0,63.0,0.87,362.0,Walking,14.9,2.2,5,Advanced,22.3,0.571,6.935,112.0,Normal,0.029
47,Female,79.7,1.62,175.0,104.0,73.0,0.9,407.0,Walking,37.7,2.4,3,Intermediate,30.3,0.594,7.537,102.0,Obese,0.03
33,Male,71.3,1.85,178.0,138.0,78.0,0.58,362.0,Cycling,19.4,2.4,2,Beginner,20.8,0.775,10.402,100.0,Normal,0.034
27,Female,64.1,1.78,197.0,160.0,75.0,0.76,546.0,Running,24.0,2.3,2,Beginner,20.2,0.812,11.974,122.0,Normal,0.036
26,Male,60.4,1.71,196.0,133.0,79.0,0.73,304.0,Aerobics,12.8,2.1,5,Intermediate,20.7,0.679,6.941,117.0,Normal,0.035
44,Female,73.5,1.69,181.0,123.0,77.0,0.67,330.0,Aerobics,28.6,2.2,3,Intermediate,25.9,0.68,8.209,104.0,Overweight,0.03
54,Female,80.7,1.65,166.0,144.0,83.0,0.57,491.0,HIIT,40.0,2.4,4,Beginner,29.7,0.867,14.357,83.0,Overweight,0.03
18,Female,83.0,1.71,204.0,157.0,67.0,0.62,356.0,Aerobics,33.6,2.4,2,Beginner,28.5,0.77,9.57,137.0,Overweight,0.029
21,Male,75.1,1.86,197.0,160.0,68.0,0.67,556.0,Running,15.1,2.2,2,Beginner,21.8,0.812,13.831,129.0,Normal,0.029
32,Male,85.0,1.83,192.0,131.0,60.0,1.08,606.0,Strength Training,11.0,2.5,4,Advanced,25.4,0.682,9.352,132.0,Overweight,0.029
28,Male,78.6,1.74,198.0,153.0,68.0,1.0,800.0,Rowing,14.7,2.7,3,Advanced,26.0,0.773,13.333,130.0,Overweight,0.034
48,Female,78.6,1.71,176.0,137.0,66.0,0.84,595.0,Rowing,33.2,2.6,3,Intermediate,27.0,0.778,11.806,110.0,Overweight,0.033
56,Male,79.0,1.78,160.0,125.0,68.0,0.86,626.0,Swimming,24.3,2.6,4,Intermediate,24.9,0.781,12.132,92.0,Normal,0.033
37,Female,78.3,1.67,174.0,145.0,67.0,0.64,431.0,Rowing,35.6,2.5,4,Beginner,28.0,0.833,11.224,107.0,Overweight,0.032
39,Female,58.2,1.7,177.0,126.0,72.0,0.81,344.0,Running,23.6,2.0,5,Intermediate,20.2,0.712,7.078,105.0,Normal,0.034
36,Male,79.9,1.78,178.0,128.0,66.0,0.94,694.0,Cycling,11.6,2.7,4,Advanced,25.3,0.719,12.305,112.0,Overweight,0.034
19,Male,52.3,1.68,208.0,138.0,71.0,0.63,200.0,Pilates,10.6,1.9,3,Beginner,18.5,0.663,5.291,137.0,Normal,0.036
41,Female,78.6,1.66,174.0,113.0,81.0,0.63,222.0,Yoga,36.3,2.2,3,Beginner,28.6,0.649,5.873,93.0,Overweight,0.028
22,Male,78.4,1.84,193.0,119.0,54.0,1.0,509.0,Aerobics,11.8,2.3,5,Professional,23.3,0.617,8.483,139.0,Normal,0.029
18,Male,77.2,1.74,201.0,127.0,76.0,0.62,243.0,Yoga,18.0,2.2,5,Beginner,25.4,0.632,6.532,125.0,Overweight,0.028
28,Female,57.7,1.61,191.0,121.0,76.0,0.51,200.0,Pilates,26.3,1.7,2,Beginner,22.3,0.634,6.536,115.0,Normal,0.029
24,Male,81.0,1.71,195.0,148.0,68.0,0.67,385.0,Strength Training,25.2,2.3,2,Beginner,27.8,0.759,9.577,127.0,Overweight,0.028
25,Male,68.1,1.69,190.0,144.0,62.0,0.53,350.0,HIIT,15.9,2.0,4,Intermediate,23.8,0.758,11.006,128.0,Normal,0.029
18,Male,86.3,1.67,203.0,135.0,65.0,1.07,650.0,Running,21.4,2.7,5,Advanced,30.9,0.665,10.125,138.0,Obese,0.031
64,Female,76.7,1.71,160.0,117.0,83.0,0.67,342.0,Tennis,36.4,2.2,4,Beginner,26.1,0.731,8.507,77.0,Overweight,0.029
50,Male,79.3,1.77,162.0,124.0,78.0,0.65,386.0,Aerobics,27.1,2.6,2,Beginner,25.4,0.765,9.897,84.0,Overweight,0.033
26,Non-binary,78.3,1.72,188.0,144.0,70.0,0.63,387.0,Strength Training,30.6,2.3,3,Beginner,26.6,0.766,10.238,118.0,Overweight,0.029
18,Female,77.2,1.74,198.0,164.0,71.0,0.78,596.0,Cycling,30.0,2.4,3,Beginner,25.4,0.828,12.735,127.0,Overweight,0.031
32,Female,92.5,1.64,183.0,124.0,78.0,1.14,789.0,Running,37.7,2.7,5,Advanced,34.3,0.678,11.535,105.0,Obese,0.029
45,Female,72.6,1.55,174.0,103.0,64.0,0.85,294.0,Yoga,33.4,2.5,4,Advanced,30.2,0.592,5.765,110.0,Obese,0.034
43,Male,96.9,1.71,179.0,145.0,69.0,0.57,535.0,Rowing,32.8,2.5,3,Beginner,33.0,0.81,15.643,110.0,Obese,0.026
32,Female,68.2,1.76,192.0,145.0,71.0,0.87,532.0,Swimming,29.2,2.1,2,Intermediate,21.9,0.755,10.192,121.0,Normal,0.031
32,Female,71.2,1.71,186.0,136.0,65.0,0.61,295.0,Running,26.3,2.1,2,Beginner,24.2,0.731,8.06,121.0,Normal,0.029
52,Female,67.0,1.75,176.0,126.0,66.0,1.01,448.0,Soccer,24.0,2.3,4,Advanced,21.8,0.716,7.393,110.0,Normal,0.034
29,Male,71.8,1.61,200.0,155.0,68.0,0.65,406.0,Rowing,26.6,2.2,2,Beginner,27.7,0.775,10.41,132.0,Overweight,0.031
33,Male,83.5,1.76,185.0,149.0,76.0,0.8,578.0,Swimming,28.1,2.6,3,Beginner,27.0,0.805,12.042,109.0,Overweight,0.031
30,Non-binary,71.0,1.62,180.0,124.0,55.0,0.8,412.0,Boxing,20.6,2.5,3,Advanced,27.0,0.689,8.583,125.0,Overweight,0.035
45,Male,92.5,1.78,168.0,143.0,78.0,0.57,520.0,CrossFit,25.0,2.5,5,Beginner,29.3,0.851,15.205,90.0,Overweight,0.027
18,Non-binary,64.3,1.69,201.0,161.0,64.0,0.63,388.0,HIIT,18.1,2.0,2,Intermediate,22.6,0.801,10.265,137.0,Normal,0.031
50,Male,102.0,1.91,160.0,100.0,76.0,0.72,366.0,Yoga,25.9,2.9,3,Intermediate,28.1,0.625,8.472,84.0,Overweight,0.028
31,Male,82.3,1.81,193.0,154.0,58.0,0.76,605.0,CrossFit,13.6,2.5,4,Advanced,25.0,0.798,13.268,135.0,Overweight,0.03
26,Female,62.5,1.67,198.0,149.0,66.0,0.59,254.0,Boxing,25.7,2.0,2,Beginner,22.3,0.753,7.175,132.0,Normal,0.032
18,Female,76.0,1.68,193.0,129.0,63.0,0.64,252.0,Pilates,33.3,2.2,3,Beginner,26.9,0.668,6.562,130.0,Overweight,0.029
26,Female,48.6,1.59,187.0,151.0,78.0,0.5,239.0,CrossFit,21.9,1.7,3,Beginner,19.3,0.807,7.967,109.0,Normal,0.035
20,Male,76.8,1.81,204.0,148.0,81.0,0.51,284.0,Tennis,16.4,2.2,3,Beginner,23.4,0.725,9.281,123.0,Normal,0.029
28,Male,73.7,1.71,201.0,148.0,83.0,0.5,285.0,Soccer,22.5,2.4,4,Beginner,25.1,0.736,9.5,118.0,Overweight,0.033
25,Female,89.0,1.69,205.0,151.0,73.0,0.65,443.0,Aerobics,35.6,2.4,4,Beginner,31.0,0.737,11.359,132.0,Obese,0.027
31,Female,73.8,1.67,181.0,122.0,79.0,0.69,258.0,Walking,32.9,2.5,3,Beginner,26.5,0.674,6.232,102.0,Overweight,0.034
32,Male,96.9,1.82,187.0,112.0,70.0,1.01,529.0,Walking,21.8,3.0,3,Advanced,29.2,0.599,8.729,117.0,Overweight,0.031
